id,concepts,rating,tags,,,,,,,,,
606-A,"[""Simulation""]",1200,"[""implementation""]",,,,,,,,,
606-B,,1600,"[""implementation""]",,,,,,,,,
61-A,,800,"[""implementation""]",,,,,,,,,
61-B,"[""String Matching""]",1300,"[""strings""]",,,,,,,,,
61-C,"[""Modular Arithmetic""]",2000,"[""math""]",,,,,,,,,
61-D,"[""Tree DFS""]",1800,"[""graphs"",""greedy"",""shortest paths"",""trees""]",,,,,,,,,
61-E,"[""Fenwick Tree""]",1900,"[""data structures"",""trees""]",,,,,,,,,
616-A,,900,"[""implementation"",""strings""]",,,,,,,,,
616-B,"[""Activity Selection""]",1000,"[""games"",""greedy""]",,,,,,,,,
616-C,"[""Connected Components""]",1600,"[""graphs""]",,,,,,,,,
616-D,"[""Hash Map"",""Sliding Window""]",1600,"[""binary search"",""data structures"",""two pointers""]",,,,,,,,,
616-E,"[""Divisors"",""Modular Arithmetic""]",2200,"[""implementation"",""math"",""number theory""]",,,,,,,,,
616-F,"[""Suffix Automaton""]",2700,"[""data structures"",""sortings"",""string suffix structures"",""strings""]",,,,,,,,,
617-A,"[""Simulation""]",800,"[""math""]",,,,,,,,,
617-B,"[""Combinations""]",1300,"[""combinatorics""]",,,,,,,,,
617-C,"[""Greedy Sorting""]",1600,"[""implementation""]",,,,,,,,,
617-D,,1700,"[""constructive algorithms"",""implementation""]",,,,,,,,,
617-E,"[""Mo's Algorithm""]",2200,"[""data structures""]",,,,,,,,,
626-A,"[""Hash Map"",""Prefix Sum""]",1000,"[""brute force"",""implementation""]",,,,,,,,,
626-B,"[""Modular Arithmetic""]",1300,"[""constructive algorithms"",""dp"",""math""]",,,,,,,,,
626-C,"[""Binary Search on Answer"",""LCM""]",1600,"[""brute force"",""greedy"",""math"",""number theory""]",,,,,,,,,
626-D,"[""Combinations"",""Conditional Probability""]",1800,"[""brute force"",""combinatorics"",""dp"",""probabilities""]",,,,,,,,,
626-E,"[""Binary Search on Answer"",""Prefix Sum""]",2400,"[""binary search"",""math"",""ternary search""]",,,,,,,,,
626-F,"[""1D DP""]",2400,"[""dp""]",,,,,,,,,
626-G,"[""Priority Queue""]",3100,"[""data structures"",""dp"",""greedy"",""math""]",,,,,,,,,
627-A,"[""Bitmask Enumeration""]",1700,"[""dp"",""math""]",,,,,,,,,
627-B,"[""Fenwick Tree""]",1700,"[""data structures""]",,,,,,,,,
627-C,"[""Greedy Sorting"",""Monotonic Stack""]",2200,"[""data structures"",""divide and conquer"",""greedy""]",,,,,,,,,
627-D,"[""Binary Search on Answer"",""Tree DFS""]",2600,"[""binary search"",""dp"",""graphs"",""greedy"",""trees""]",,,,,,,,,
627-E,"[""Sliding Window""]",3000,"[""two pointers""]",,,,,,,,,
627-F,"[""Tree DFS""]",3400,"[""dsu"",""graphs"",""trees""]",,,,,,,,,
632-B,"[""Prefix Sum""]",1400,"[""brute force"",""constructive algorithms""]",,,,,,,,,
632-C,"[""Greedy Sorting""]",1700,"[""sortings"",""strings""]",,,,,,,,,
632-D,,2100,"[""brute force"",""math"",""number theory""]",,,,,,,,,
632-F,,2400,"[""brute force"",""divide and conquer"",""graphs"",""matrices"",""trees""]",,,,,,,,,
633-A,,1100,"[""brute force"",""math"",""number theory""]",,,,,,,,,
633-B,,1300,"[""brute force"",""constructive algorithms"",""math"",""number theory""]",,,,,,,,,
633-C,,1900,"[""data structures"",""dp"",""hashing"",""implementation"",""sortings"",""string suffix structures"",""strings""]",,,,,,,,,
633-D,,2000,"[""brute force"",""dp"",""hashing"",""implementation"",""math""]",,,,,,,,,
633-E,,2400,"[""binary search"",""constructive algorithms"",""data structures"",""probabilities"",""two pointers""]",,,,,,,,,
633-F,,2600,"[""dp"",""graphs"",""trees""]",,,,,,,,,
633-G,,2800,"[""bitmasks"",""data structures"",""graphs"",""math"",""number theory""]",,,,,,,,,
633-H,,3100,"[""data structures"",""implementation""]",,,,,,,,,
645-A,,1200,"[""brute force"",""constructive algorithms"",""implementation""]",,,,,,,,,
645-B,"[""Greedy Sorting""]",1200,"[""greedy"",""math""]",,,,,,,,,
645-C,"[""Binary Search on Answer""]",1600,"[""binary search"",""two pointers""]",,,,,,,,,
645-D,"[""Topological Sort""]",1800,"[""binary search"",""dp"",""graphs""]",,,,,,,,,
645-E,"[""1D DP"",""Greedy Sorting""]",2200,"[""dp"",""greedy"",""strings""]",,,,,,,,,
645-F,"[""Modular Combinations"",""Prime Sieve""]",2500,"[""combinatorics"",""math"",""number theory""]",,,,,,,,,
645-G,"[""Orientation Test""]",3200,"[""binary search"",""geometry""]",,,,,,,,,
65-A,,1800,"[""implementation"",""math""]",,,,,,,,,
65-B,"[""Brute Force Enumeration"",""Greedy Sorting""]",1700,"[""brute force"",""greedy"",""implementation""]",,,,,,,,,
65-C,"[""Binary Search on Answer""]",2100,"[""binary search"",""geometry""]",,,,,,,,,
65-D,,2200,"[""brute force"",""graphs"",""hashing""]",,,,,,,,,
65-E,"[""DFS"",""Simulation""]",2900,"[""graphs"",""implementation""]",,,,,,,,,
650-A,"[""Hash Map""]",1400,"[""data structures"",""geometry"",""math""]",,,,,,,,,
650-B,"[""Sliding Window""]",1900,"[""binary search"",""brute force"",""dp"",""two pointers""]",,,,,,,,,
650-C,"[""Topological Sort""]",2200,"[""dp"",""dsu"",""graphs"",""greedy""]",,,,,,,,,
650-D,"[""Binary Search on Array"",""Longest Increasing Subsequence""]",2600,"[""binary search"",""data structures"",""dp"",""hashing""]",,,,,,,,,
650-E,"[""Tree DFS""]",3200,"[""data structures"",""dsu"",""graphs"",""greedy"",""trees""]",,,,,,,,,
651-A,"[""Greedy Sorting"",""Modular Arithmetic""]",1100,"[""dp"",""greedy"",""implementation"",""math""]",,,,,,,,,
651-B,"[""Greedy Sorting""]",1200,"[""greedy"",""sortings""]",,,,,,,,,
660-A,"[""GCD""]",1200,"[""greedy"",""implementation"",""math"",""number theory""]",,,,,,,,,
660-B,,1000,"[""implementation""]",,,,,,,,,
660-C,"[""Sliding Window""]",1600,"[""binary search"",""dp"",""two pointers""]",,,,,,,,,
660-D,,1900,"[""geometry""]",,,,,,,,,
660-E,"[""Combinations"",""Modular Arithmetic""]",2300,"[""combinatorics"",""math""]",,,,,,,,,
660-F,"[""1D DP"",""Prefix Sum""]",2500,"[""binary search"",""data structures"",""divide and conquer"",""geometry"",""ternary search""]",,,,,,,,,
664-A,"[""GCD""]",800,"[""math"",""number theory""]",,,,,,,,,
670-A,"[""Modular Arithmetic""]",900,"[""brute force"",""constructive algorithms"",""greedy"",""math""]",,,,,,,,,
670-B,,1000,"[""implementation""]",,,,,,,,,
670-C,"[""Hash Map""]",1300,"[""implementation"",""sortings""]",,,,,,,,,
670-D1,"[""Binary Search on Answer""]",1400,"[""binary search"",""brute force"",""implementation""]",,,,,,,,,
670-D2,,1500,"[""binary search"",""implementation""]",,,,,,,,,
670-E,"[""Ordered Set"",""Stack""]",1700,"[""data structures"",""dsu"",""strings""]",,,,,,,,,
670-F,"[""Brute Force Enumeration"",""String Matching""]",2300,"[""brute force"",""constructive algorithms"",""strings""]",,,,,,,,,
671-A,"[""1D DP"",""Distance Between Points""]",1800,"[""dp"",""geometry"",""greedy"",""implementation""]",,,,,,,,,
671-B,"[""Binary Search on Answer""]",2000,"[""binary search"",""greedy""]",,,,,,,,,
671-C,"[""Divisors"",""Segment Tree""]",2800,"[""data structures"",""number theory""]",,,,,,,,,
671-D,"[""Priority Queue"",""Tree DP""]",2900,"[""data structures"",""dp"",""greedy""]",,,,,,,,,
671-E,,3300,"[""data structures"",""greedy""]",,,,,,,,,
675-A,"[""Modular Arithmetic""]",1100,"[""math""]",,,,,,,,,
675-B,"[""Brute Force Enumeration""]",1400,"[""brute force"",""constructive algorithms"",""math""]",,,,,,,,,
675-C,"[""Greedy Sorting"",""Prefix Sum""]",2100,"[""constructive algorithms"",""data structures"",""greedy"",""sortings""]",,,,,,,,,
675-D,"[""Tree DFS""]",1800,"[""data structures"",""trees""]",,,,,,,,,
675-E,"[""Binary Search on Answer"",""Segment Tree""]",2300,"[""data structures"",""dp"",""greedy""]",,,,,,,,,
678-A,"[""Modular Arithmetic""]",800,"[""implementation"",""math""]",,,,,,,,,
678-B,"[""Brute Force Enumeration""]",1600,"[""implementation""]",,,,,,,,,
678-C,"[""LCM""]",1600,"[""implementation"",""math"",""number theory""]",,,,,,,,,
678-D,"[""Fast Exponentiation"",""Modular Inverse""]",1700,"[""math"",""number theory""]",,,,,,,,,
678-E,"[""Bitmask DP"",""Conditional Probability""]",2200,"[""bitmasks"",""dp"",""math"",""probabilities""]",,,,,,,,,
678-F,"[""Line Intersection"",""Segment Tree""]",2500,"[""data structures"",""divide and conquer"",""geometry""]",,,,,,,,,
679-A,,1400,"[""constructive algorithms"",""interactive"",""math""]",,,,,,,,,
679-B,"[""Backtracking""]",2200,"[""binary search"",""dp"",""greedy""]",,,,,,,,,
679-C,"[""DFS"",""Prefix Sum""]",2400,"[""dsu"",""graphs"",""implementation""]",,,,,,,,,
679-D,"[""BFS"",""Brute Force Enumeration""]",2900,"[""brute force"",""graphs"",""implementation"",""math"",""probabilities""]",,,,,,,,,
679-E,,3100,"[""data structures""]",,,,,,,,,
68-A,,1100,"[""implementation"",""number theory""]",,,,,,,,,
68-B,"[""Binary Search on Answer""]",1600,"[""binary search""]",,,,,,,,,
68-C,"[""Brute Force Enumeration""]",2200,"[""brute force""]",,,,,,,,,
68-D,,2500,"[""data structures"",""divide and conquer"",""dp"",""math"",""probabilities""]",,,,,,,,,
68-E,"[""Distance Between Points""]",2900,"[""geometry""]",,,,,,,,,
685-A,"[""Brute Force Enumeration""]",1700,"[""brute force"",""combinatorics"",""dp"",""math""]",,,,,,,,,
685-B,"[""Binary Lifting"",""Tree DFS""]",1900,"[""data structures"",""dp"",""graphs"",""trees""]",,,,,,,,,
685-C,,2900,"[""binary search"",""math""]",,,,,,,,,
685-D,"[""Coordinate Compression""]",2600,"[""brute force"",""implementation"",""sortings""]",,,,,,,,,
685-E,,2800,"[""bitmasks"",""brute force"",""divide and conquer"",""graphs""]",,,,,,,,,
688-A,,800,"[""implementation""]",,,,,,,,,
688-B,,1000,"[""constructive algorithms"",""math""]",,,,,,,,,
689-A,"[""Brute Force Enumeration""]",1400,"[""brute force"",""constructive algorithms"",""implementation""]",,,,,,,,,
689-B,"[""Dijkstra""]",1600,"[""graphs"",""greedy"",""shortest paths""]",,,,,,,,,
689-C,"[""Binary Search on Answer"",""Divisors""]",1700,"[""binary search"",""combinatorics"",""math""]",,,,,,,,,
689-D,"[""Binary Search on Array"",""Sparse Table""]",2100,"[""binary search"",""data structures""]",,,,,,,,,
689-E,"[""Modular Combinations""]",2000,"[""combinatorics"",""data structures"",""dp"",""geometry"",""implementation""]",,,,,,,,,
69-A,"[""Simulation""]",1000,"[""implementation"",""math""]",,,,,,,,,
69-B,,1200,"[""greedy"",""implementation""]",,,,,,,,,
69-C,,2000,"[""implementation""]",,,,,,,,,
69-D,"[""1D DP"",""BFS""]",1900,"[""dp"",""games""]",,,,,,,,,
69-E,,1800,"[""data structures"",""implementation""]",,,,,,,,,
690-B2,"[""Convex Hull""]",2600,"[""geometry""]",,,,,,,,,
690-B3,"[""Hash Map""]",2600,"[""data structures""]",,,,,,,,,
690-C2,,1500,"[""graphs"",""trees""]",,,,,,,,,
690-C3,"[""Tree DFS"",""Tree Diameter""]",2200,"[""trees""]",,,,,,,,,
690-D2,"[""Modular Combinations""]",1800,"[""combinatorics""]",,,,,,,,,
690-D3,,2100,"[""dp""]",,,,,,,,,
690-F2,"[""Tree DFS""]",2700,"[""constructive algorithms"",""hashing"",""trees""]",,,,,,,,,
690-F3,,3200,"[""trees""]",,,,,,,,,
691-A,,1000,"[""implementation""]",,,,,,,,,
691-B,,1600,"[""implementation"",""strings""]",,,,,,,,,
691-C,,1800,"[""implementation"",""strings""]",,,,,,,,,
691-D,,1700,"[""dsu"",""graphs"",""math""]",,,,,,,,,
691-E,"[""1D DP"",""Fast Exponentiation""]",1900,"[""matrices""]",,,,,,,,,
691-F,,2200,"[""brute force"",""dp"",""number theory""]",,,,,,,,,
695-A,"[""Bitmask DP"",""Expected Value""]",2400,"[""bitmasks"",""dp"",""math"",""probabilities""]",,,,,,,,,
695-B,"[""DFS""]",2600,"[""graphs""]",,,,,,,,,
695-C,"[""Max Flow"",""Orientation Test""]",2600,"[""geometry"",""math""]",,,,,,,,,
695-E,"[""Priority Queue""]",3100,"[""data structures""]",,,,,,,,,
695-F,"[""Modular Combinations"",""Prime Sieve""]",3000,"[""combinatorics"",""number theory""]",,,,,,,,,
695-G,"[""Prefix Function""]",3300,"[""string suffix structures"",""strings""]",,,,,,,,,
698-A,"[""1D DP""]",1400,"[""dp""]",,,,,,,,,
698-B,,1700,"[""constructive algorithms"",""dsu"",""graphs"",""trees""]",,,,,,,,,
699-A,,1000,"[""implementation""]",,,,,,,,,
699-B,"[""Simulation""]",1400,"[""implementation""]",,,,,,,,,
70-A,"[""Fast Exponentiation""]",1300,"[""math""]",,,,,,,,,
70-B,"[""Greedy Sorting""]",1600,"[""expression parsing"",""greedy"",""strings""]",,,,,,,,,
70-C,"[""Binary Search on Answer"",""Custom Comparator Sorting""]",2200,"[""binary search"",""data structures"",""sortings"",""two pointers""]",,,,,,,,,
70-D,"[""Convex Hull"",""Ordered Set""]",2700,"[""data structures"",""geometry""]",,,,,,,,,
70-E,"[""Tree DP""]",2700,"[""dp"",""implementation"",""trees""]",,,,,,,,,
700-A,"[""Binary Search on Answer""]",1900,"[""binary search"",""math""]",,,,,,,,,
700-B,"[""Tree DFS""]",1800,"[""dp"",""graphs"",""trees""]",,,,,,,,,
704-A,"[""Binary Search on Array"",""Fenwick Tree""]",1600,"[""brute force"",""data structures"",""implementation""]",,,,,,,,,
704-B,"[""1D DP""]",2500,"[""dp"",""graphs"",""greedy""]",,,,,,,,,
704-C,"[""1D DP"",""DFS""]",2900,"[""dp"",""graphs"",""implementation"",""math""]",,,,,,,,,
704-D,"[""Max Flow""]",3100,"[""flows"",""greedy""]",,,,,,,,,
704-E,"[""Line Intersection"",""Lowest Common Ancestor""]",3300,"[""data structures"",""geometry"",""trees""]",,,,,,,,,
705-A,"[""Recursion""]",800,"[""implementation""]",,,,,,,,,
705-B,"[""1D DP""]",1100,"[""games"",""math""]",,,,,,,,,
708-A,"[""Greedy Sorting""]",1200,"[""constructive algorithms"",""greedy"",""implementation"",""strings""]",,,,,,,,,
708-C,"[""Tree DFS"",""Tree DP""]",2300,"[""data structures"",""dp"",""graphs"",""greedy"",""trees""]",,,,,,,,,
708-D,"[""Max Flow""]",2900,"[""flows""]",,,,,,,,,
708-E,"[""1D DP"",""Modular Inverse""]",3100,"[""dp"",""math""]",,,,,,,,,
709-A,,900,"[""implementation""]",,,,,,,,,
709-B,"[""Greedy Sorting""]",1500,"[""greedy"",""implementation"",""sortings""]",,,,,,,,,
71-A,,800,"[""strings""]",,,,,,,,,
71-B,"[""Modular Arithmetic""]",1300,"[""implementation"",""math""]",,,,,,,,,
71-C,"[""Divisors""]",1600,"[""dp"",""math"",""number theory""]",,,,,,,,,
71-D,"[""Brute Force Enumeration""]",2200,"[""brute force"",""implementation""]",,,,,,,,,
71-E,"[""Bitmask DP""]",2200,"[""bitmasks"",""dp""]",,,,,,,,,
710-A,,800,"[""implementation""]",,,,,,,,,
710-B,"[""Brute Force Enumeration""]",1400,"[""brute force"",""sortings""]",,,,,,,,,
710-D,"[""GCD""]",2500,"[""math"",""number theory""]",,,,,,,,,
710-E,"[""1D DP""]",2000,"[""dp"",""graphs""]",,,,,,,,,
710-F,"[""Trie""]",2400,"[""brute force"",""data structures"",""hashing"",""interactive"",""string suffix structures"",""strings""]",,,,,,,,,
711-A,"[""Brute Force Enumeration""]",800,"[""brute force"",""implementation""]",,,,,,,,,
711-B,"[""Simulation""]",1400,"[""constructive algorithms"",""implementation""]",,,,,,,,,
711-C,"[""2D DP""]",1700,"[""dp""]",,,,,,,,,
711-D,"[""Cycle Detection"",""Modular Arithmetic""]",1900,"[""combinatorics"",""graphs"",""math""]",,,,,,,,,
711-E,,2300,"[""math"",""number theory"",""probabilities""]",,,,,,,,,
714-A,"[""Simulation""]",1100,"[""implementation"",""math""]",,,,,,,,,
714-B,"[""Simulation""]",1200,"[""implementation"",""sortings""]",,,,,,,,,
715-B,"[""Dijkstra""]",2300,"[""binary search"",""constructive algorithms"",""graphs"",""shortest paths""]",,,,,,,,,
715-C,"[""Modular Arithmetic"",""Tree DFS""]",2700,"[""divide and conquer"",""dsu"",""graphs"",""trees""]",,,,,,,,,
715-E,"[""Combinations"",""DFS""]",3400,"[""combinatorics"",""fft"",""graphs"",""math""]",,,,,,,,,
718-A,,1700,"[""dp"",""implementation"",""math""]",,,,,,,,,
718-C,"[""Fast Exponentiation"",""Lazy Segment Tree""]",2300,"[""data structures"",""math"",""matrices""]",,,,,,,,,
718-D,"[""Tree DP""]",2900,"[""dp"",""hashing"",""trees""]",,,,,,,,,
718-E,"[""BFS"",""Bitmask Enumeration""]",3300,"[""bitmasks"",""graphs""]",,,,,,,,,
720-A,"[""Greedy Sorting""]",2000,"[""greedy""]",,,,,,,,,
720-B,"[""DFS"",""Max Flow""]",2400,"[""flows"",""graphs""]",,,,,,,,,
720-D,"[""2D DP"",""Segment Tree""]",3100,"[""data structures"",""dp"",""sortings""]",,,,,,,,,
720-E,,3100,"[""implementation""]",,,,,,,,,
720-F,"[""Priority Queue""]",3100,"[""data structures""]",,,,,,,,,
721-A,,800,"[""implementation""]",,,,,,,,,
721-B,,1100,"[""implementation"",""math"",""sortings"",""strings""]",,,,,,,,,
721-C,"[""DP on DAG""]",1800,"[""dp"",""graphs""]",,,,,,,,,
721-D,"[""Brute Force Enumeration"",""Greedy Sorting""]",2000,"[""constructive algorithms"",""data structures"",""greedy"",""math""]",,,,,,,,,
721-E,"[""1D DP"",""Binary Search on Array""]",2700,"[""binary search"",""dp""]",,,,,,,,,
724-A,"[""Simulation""]",1000,"[""implementation""]",,,,,,,,,
724-B,"[""Brute Force Enumeration""]",1500,"[""brute force"",""greedy"",""implementation"",""math""]",,,,,,,,,
724-C,"[""GCD"",""Simulation""]",1800,"[""greedy"",""hashing"",""implementation"",""math"",""number theory"",""sortings""]",,,,,,,,,
724-D,"[""Greedy Sorting"",""Monotonic Queue""]",1900,"[""data structures"",""greedy"",""strings""]",,,,,,,,,
724-E,"[""Max Flow""]",2900,"[""dp"",""flows"",""greedy""]",,,,,,,,,
724-F,"[""Modular Combinations"",""Tree DP""]",2700,"[""combinatorics"",""dp"",""trees""]",,,,,,,,,
724-G,"[""Bitmask Enumeration"",""DFS""]",2600,"[""bitmasks"",""graphs"",""math"",""number theory"",""trees""]",,,,,,,,,
729-A,"[""String Matching""]",900,"[""implementation"",""strings""]",,,,,,,,,
729-B,"[""1D DP""]",1200,"[""dp"",""implementation""]",,,,,,,,,
729-C,"[""Binary Search on Answer"",""Greedy Sorting""]",1700,"[""binary search"",""greedy"",""sortings""]",,,,,,,,,
729-D,"[""Greedy Sorting"",""Modular Arithmetic""]",1700,"[""constructive algorithms"",""greedy"",""math""]",,,,,,,,,
729-E,"[""Greedy Sorting""]",1900,"[""constructive algorithms"",""data structures"",""graphs"",""greedy"",""sortings""]",,,,,,,,,
729-F,"[""2D DP""]",2500,"[""dp""]",,,,,,,,,
731-A,"[""Simulation""]",800,"[""implementation"",""strings""]",,,,,,,,,
731-B,"[""Greedy Sorting""]",1100,"[""constructive algorithms"",""greedy""]",,,,,,,,,
731-C,"[""Greedy Sorting""]",1600,"[""dsu"",""graphs"",""greedy""]",,,,,,,,,
731-D,"[""Brute Force Enumeration"",""String Matching""]",2200,"[""brute force"",""data structures"",""greedy"",""sortings""]",,,,,,,,,
731-E,"[""1D DP"",""Prefix Sum""]",2200,"[""dp"",""games""]",,,,,,,,,
731-F,,1900,"[""brute force"",""data structures"",""implementation"",""math"",""number theory""]",,,,,,,,,
734-A,"[""Simulation""]",800,"[""implementation"",""strings""]",,,,,,,,,
734-B,"[""Greedy Sorting""]",800,"[""brute force"",""greedy"",""implementation"",""math""]",,,,,,,,,
734-C,"[""Binary Search on Array"",""Greedy Sorting""]",1600,"[""binary search"",""dp"",""greedy"",""two pointers""]",,,,,,,,,
734-D,,1700,"[""implementation""]",,,,,,,,,
734-E,"[""Tree DP""]",2100,"[""dp"",""graphs"",""trees""]",,,,,,,,,
734-F,,2500,"[""bitmasks"",""constructive algorithms"",""implementation"",""math""]",,,,,,,,,
735-A,,800,"[""implementation"",""strings""]",,,,,,,,,
735-B,"[""Greedy Sorting""]",1100,"[""greedy"",""number theory"",""sortings""]",,,,,,,,,
735-C,,1600,"[""combinatorics"",""constructive algorithms"",""greedy"",""math""]",,,,,,,,,
735-D,"[""Prime Sieve""]",1600,"[""math"",""number theory""]",,,,,,,,,
735-E,"[""Tree DP""]",2500,"[""dp"",""trees""]",,,,,,,,,
739-A,"[""Greedy Sorting""]",1700,"[""constructive algorithms"",""greedy""]",,,,,,,,,
739-B,"[""Ordered Set"",""Tree DFS""]",1900,"[""binary search"",""data structures"",""graphs"",""trees""]",,,,,,,,,
739-C,"[""Segment Tree""]",2500,"[""data structures""]",,,,,,,,,
739-D,,3400,"[""graph matchings""]",,,,,,,,,
739-E,"[""2D DP""]",3000,"[""brute force"",""data structures"",""dp"",""flows"",""math"",""probabilities"",""sortings""]",,,,,,,,,
74-A,,1000,"[""implementation""]",,,,,,,,,
74-B,"[""1D DP""]",1500,"[""dp"",""games"",""greedy""]",,,,,,,,,
74-C,"[""GCD""]",2100,"[""dsu"",""graphs"",""number theory""]",,,,,,,,,
74-D,"[""Ordered Set"",""Segment Tree""]",2400,"[""data structures""]",,,,,,,,,
742-A,"[""Modular Arithmetic""]",1000,"[""implementation"",""math"",""number theory""]",,,,,,,,,
742-B,"[""Hash Map""]",1500,"[""brute force"",""math"",""number theory""]",,,,,,,,,
743-A,,1200,"[""constructive algorithms"",""greedy"",""implementation""]",,,,,,,,,
743-B,"[""Binary Search on Array""]",1200,"[""binary search"",""bitmasks"",""constructive algorithms"",""implementation""]",,,,,,,,,
743-C,,1500,"[""brute force"",""constructive algorithms"",""math"",""number theory""]",,,,,,,,,
743-D,"[""Tree DFS""]",1800,"[""dp"",""graphs"",""trees""]",,,,,,,,,
743-E,"[""Bitmask DP""]",2200,"[""binary search"",""bitmasks"",""brute force"",""dp""]",,,,,,,,,
753-A,,1000,"[""dp"",""greedy"",""math""]",,,,,,,,,
753-B,"[""Brute Force Enumeration""]",1600,"[""brute force"",""constructive algorithms"",""implementation""]",,,,,,,,,
753-C,"[""Brute Force Enumeration""]",2500,"[""brute force"",""constructive algorithms"",""interactive""]",,,,,,,,,
756-A,"[""DFS"",""Simulation""]",1700,"[""constructive algorithms"",""graphs""]",,,,,,,,,
756-B,"[""1D DP"",""Binary Search on Array""]",1600,"[""binary search"",""dp""]",,,,,,,,,
756-C,"[""Segment Tree""]",2200,"[""data structures""]",,,,,,,,,
756-D,"[""1D DP"",""Combinations""]",2400,"[""brute force"",""combinatorics"",""dp"",""string suffix structures""]",,,,,,,,,
756-E,"[""1D DP"",""Modular Arithmetic""]",3200,"[""combinatorics"",""dp"",""math""]",,,,,,,,,
756-F,"[""Fast Exponentiation"",""Recursion""]",3400,"[""expression parsing"",""math"",""number theory""]",,,,,,,,,
757-A,,1000,"[""implementation""]",,,,,,,,,
757-B,"[""Prime Sieve""]",1400,"[""greedy"",""math"",""number theory""]",,,,,,,,,
757-C,"[""Custom Comparator Sorting"",""Modular Arithmetic""]",1900,"[""data structures"",""hashing"",""sortings"",""strings""]",,,,,,,,,
757-D,"[""Bitmask DP""]",2200,"[""bitmasks"",""dp""]",,,,,,,,,
757-E,"[""1D DP"",""Prime Factorization""]",2500,"[""brute force"",""combinatorics"",""dp"",""number theory""]",,,,,,,,,
757-F,"[""DFS"",""Dijkstra""]",2800,"[""data structures"",""graphs"",""shortest paths""]",,,,,,,,,
757-G,"[""Binary Lifting"",""Segment Tree""]",3400,"[""data structures"",""divide and conquer"",""graphs"",""trees""]",,,,,,,,,
762-A,"[""Divisors""]",1400,"[""math"",""number theory""]",,,,,,,,,
762-B,"[""Greedy Sorting""]",1400,"[""greedy"",""implementation"",""sortings"",""two pointers""]",,,,,,,,,
762-C,"[""String Matching"",""Two Pointers on Sorted Array""]",2100,"[""binary search"",""hashing"",""strings"",""two pointers""]",,,,,,,,,
762-D,"[""1D DP""]",2300,"[""dp"",""greedy"",""implementation""]",,,,,,,,,
762-E,"[""Binary Search on Array"",""Fenwick Tree""]",2200,"[""binary search"",""data structures""]",,,,,,,,,
762-F,"[""Modular Combinations"",""Tree DP""]",2800,"[""combinatorics"",""graphs"",""trees""]",,,,,,,,,
766-A,"[""String Matching""]",1000,"[""constructive algorithms"",""strings""]",,,,,,,,,
766-B,,1000,"[""constructive algorithms"",""geometry"",""greedy"",""math"",""number theory"",""sortings""]",,,,,,,,,
766-C,"[""1D DP"",""String Matching""]",1700,"[""brute force"",""dp"",""greedy"",""strings""]",,,,,,,,,
766-D,,2000,"[""data structures"",""dp"",""dsu"",""graphs""]",,,,,,,,,
766-E,,2100,"[""bitmasks"",""constructive algorithms"",""data structures"",""dp"",""graphs"",""math"",""trees""]",,,,,,,,,
767-A,,1100,"[""data structures"",""implementation""]",,,,,,,,,
767-B,,2100,"[""brute force"",""greedy""]",,,,,,,,,
767-C,"[""Tree DFS""]",2000,"[""graphs"",""greedy"",""trees""]",,,,,,,,,
767-D,"[""Binary Search on Answer"",""Greedy Sorting""]",2100,"[""binary search"",""data structures"",""greedy"",""sortings"",""two pointers""]",,,,,,,,,
767-E,,2400,"[""greedy""]",,,,,,,,,
772-A,"[""Binary Search on Answer""]",1800,"[""binary search"",""math""]",,,,,,,,,
772-B,"[""Distance Between Points"",""Orientation Test""]",1800,"[""geometry""]",,,,,,,,,
772-D,"[""Bitmask DP""]",2700,"[""bitmasks"",""dp""]",,,,,,,,,
772-E,"[""Binary Search on Array"",""Tree DFS""]",3200,"[""binary search"",""divide and conquer"",""interactive"",""trees""]",,,,,,,,,
773-A,"[""Binary Search on Answer""]",1700,"[""binary search"",""math""]",,,,,,,,,
773-B,"[""Brute Force Enumeration""]",2000,"[""brute force"",""greedy""]",,,,,,,,,
773-C,"[""Greedy Sorting""]",2200,"[""binary search"",""constructive algorithms"",""greedy"",""math""]",,,,,,,,,
773-D,"[""1D DP"",""DFS""]",2700,"[""dp"",""graphs"",""shortest paths""]",,,,,,,,,
773-E,"[""Greedy Sorting""]",3000,"[""data structures"",""sortings""]",,,,,,,,,
773-F,"[""Divisors"",""Modular Combinations""]",3400,"[""combinatorics"",""divide and conquer"",""dp"",""fft"",""math"",""number theory""]",,,,,,,,,
786-C,"[""Hash Map"",""Sliding Window""]",2400,"[""data structures"",""divide and conquer""]",,,,,,,,,
786-D,"[""Tree DFS"",""Trie""]",3400,"[""data structures"",""graphs"",""hashing"",""strings"",""trees""]",,,,,,,,,
786-E,"[""Binary Lifting"",""Max Flow""]",3200,"[""data structures"",""flows"",""graphs"",""trees""]",,,,,,,,,
787-A,"[""GCD""]",1200,"[""brute force"",""math"",""number theory""]",,,,,,,,,
787-B,"[""Simulation""]",1300,"[""greedy"",""implementation"",""math""]",,,,,,,,,
793-A,"[""Modular Arithmetic""]",900,"[""implementation"",""math""]",,,,,,,,,
793-B,"[""Prefix Sum"",""Simulation""]",1600,"[""graphs"",""implementation"",""shortest paths""]",,,,,,,,,
793-C,"[""Line Intersection"",""Simulation""]",2300,"[""geometry"",""implementation"",""math"",""sortings""]",,,,,,,,,
793-D,,2100,"[""dp"",""graphs"",""shortest paths""]",,,,,,,,,
